asset_path,display_label,source,category
audio/classic/units/edmund_duke_siege_tank/chatter/UDTpss03__b9c7a777d6.wav,Annoyed / repeated selection 04,SC1/BW,PORTRAIT / VOICE
audio/classic/units/edmund_duke_siege_tank/death/UDTDth00__da9707ce9d.wav,Death voice 01,SC1/BW,DEATH VO
audio/classic/units/edmund_duke_siege_tank/move/UDTwht00__d14fbce61e.wav,Selection response 01,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/edmund_duke_siege_tank/move/UDTwht01__62f682c37b.wav,Selection response 02,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/edmund_duke_siege_tank/move/UDTwht02__634ab9cae7.wav,Selection response 03,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/edmund_duke_siege_tank/move/UDTwht03__5a8ec2d705.wav,Selection response 04,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/edmund_duke_siege_tank/move/UDTyes00__0a0cf6551c.wav,Move / order response 01,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/edmund_duke_siege_tank/move/UDTyes01__ae8bb895f0.wav,Move / order response 02,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/edmund_duke_siege_tank/move/UDTyes02__d1b1c6092b.wav,Move / order response 03,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/edmund_duke_siege_tank/move/UDTyes03__652ea10f56.wav,Move / order response 04,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/egg/chatter/ZEgPss00__e01054758c.wav,Annoyed / repeated selection 01,SC1/BW,PORTRAIT / VOICE
audio/classic/units/egg/death/ZEgDth00__dd9bd3407c.wav,Death voice 01,SC1/BW,DEATH VO
audio/classic/units/egg/move/ZEgRdy00__f7a450b623.wav,Ready / selection 01,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/egg/move/ZEgWht00__dc1a7da400.wav,Selection response 01,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/egg/move/ZEgWht01__1ccbb26adc.wav,Selection response 02,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_dragoon/chatter/UFDPss00__ee78704161.wav,Annoyed / repeated selection 01,SC1/BW,PORTRAIT / VOICE
audio/classic/units/fenix_dragoon/chatter/UFDPss01__43b8200ad0.wav,Annoyed / repeated selection 02,SC1/BW,PORTRAIT / VOICE
audio/classic/units/fenix_dragoon/chatter/UFDPss02__d027136f15.wav,Annoyed / repeated selection 03,SC1/BW,PORTRAIT / VOICE
audio/classic/units/fenix_dragoon/chatter/UFDPss03__12253ad5cb.wav,Annoyed / repeated selection 04,SC1/BW,PORTRAIT / VOICE
audio/classic/units/fenix_dragoon/move/UFDWht00__2aa1ec452e.wav,Selection response 01,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_dragoon/move/UFDWht01__d3f5e42da4.wav,Selection response 02,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_dragoon/move/UFDWht02__c31eacfd88.wav,Selection response 03,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_dragoon/move/UFDWht03__de7092d932.wav,Selection response 04,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_dragoon/move/UFDYes00__0d0474ce36.wav,Move / order response 01,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_dragoon/move/UFDYes01__295a3fcc74.wav,Move / order response 02,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_dragoon/move/UFDYes02__ff60da3cd3.wav,Move / order response 03,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_dragoon/move/UFDYes03__c11ca8319b.wav,Move / order response 04,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_zealot/chatter/UFePss00__4b76aa866a.wav,Annoyed / repeated selection 01,SC1/BW,PORTRAIT / VOICE
audio/classic/units/fenix_zealot/chatter/UFePss01__7df05b6ff2.wav,Annoyed / repeated selection 02,SC1/BW,PORTRAIT / VOICE
audio/classic/units/fenix_zealot/chatter/UFePss02__d9696c1d83.wav,Annoyed / repeated selection 03,SC1/BW,PORTRAIT / VOICE
audio/classic/units/fenix_zealot/chatter/UFePss03__437e7c4f8c.wav,Annoyed / repeated selection 04,SC1/BW,PORTRAIT / VOICE
audio/classic/units/fenix_zealot/death/UFeDth00__43fe7cab0a.wav,Death voice 01,SC1/BW,DEATH VO
audio/classic/units/fenix_zealot/move/UFeWht00__23ed69b81b.wav,Selection response 01,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_zealot/move/UFeWht01__b892cde19a.wav,Selection response 02,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_zealot/move/UFeWht02__fd53604b3b.wav,Selection response 03,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_zealot/move/UFeWht03__b2c2b539f1.wav,Selection response 04,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_zealot/move/UFeYes00__3608c7143e.wav,Move / order response 01,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_zealot/move/UFeYes01__c129a2d281.wav,Move / order response 02,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_zealot/move/UFeYes02__4344e9c8f8.wav,Move / order response 03,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/fenix_zealot/move/UFeYes03__4dcba2b6b1.wav,Move / order response 04,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/firebat/chatter/tfbPss00__3257bf6eac.wav,Is something burning?,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/firebat/chatter/tfbPss01__479da2a411.wav,That's what I thought.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/firebat/chatter/tfbPss02__7a290dcadb.wav,I love the smell of knee palm.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/firebat/chatter/tfbPss03__2c87e162c6.wav,Nothing like a good smoke.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/firebat/chatter/tfbPss04__d3d3be3845.wav,But you're trying to get invited to my next barbecue.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/firebat/chatter/tfbPss05__c7b3566520.wav,Got any questions about propane?,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/firebat/chatter/tfbPss06__f034457124.wav,or propane accessories.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/firebat/death/TFbDth00__8e93a9d25d.wav,Death voice 01,SC1/BW • DESCRIPTIVE NONVERBAL,DEATH VO
audio/classic/units/firebat/death/TFbDth01__63e87cff22.wav,Death voice 02,SC1/BW,DEATH VO
audio/classic/units/firebat/death/TFbDth02__85aaa47bd3.wav,Death voice 03,SC1/BW • DESCRIPTIVE NONVERBAL,DEATH VO
audio/classic/units/firebat/move/tfbRdy00__28e65a0c68.wav,Need a light?,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/firebat/move/tfbWht00__0709b2dcb3.wav,Fire it up!,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/firebat/move/tfbWht01__aea77c607e.wav,Yes.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/firebat/move/tfbWht02__2068f6c552.wav,You got my attention.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/firebat/move/tfbWht03__312f05f6cc.wav,I want to turn up the heat.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/firebat/move/tfbYes00__3c541d2a78.wav,Naturally.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/firebat/move/tfbYes01__403ebc0dfd.wav,Slammin',SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/firebat/move/tfbYes02__5fa30492ca.wav,You got it.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/firebat/move/tfbYes03__71c39d92da.wav,Let's burn!,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/gantrithor/chatter/UTCPss00__e223c53de7.wav,Annoyed / repeated selection 01,SC1/BW,PORTRAIT / VOICE
audio/classic/units/gantrithor/chatter/UTCPss01__77fac82b2e.wav,Annoyed / repeated selection 02,SC1/BW,PORTRAIT / VOICE
audio/classic/units/gantrithor/chatter/UTCPss02__7526c09e86.wav,Annoyed / repeated selection 03,SC1/BW,PORTRAIT / VOICE
audio/classic/units/gantrithor/chatter/UTCPss03__3716735873.wav,Annoyed / repeated selection 04,SC1/BW,PORTRAIT / VOICE
audio/classic/units/gantrithor/move/UTCWht00__a5ebd109bf.wav,Selection response 01,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/gantrithor/move/UTCWht01__ad70be10fb.wav,Selection response 02,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/gantrithor/move/UTCWht02__64425ce14d.wav,Selection response 03,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/gantrithor/move/UTCWht03__c31eccf157.wav,Selection response 04,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/gantrithor/move/UTCYes00__51380cc07b.wav,Move / order response 01,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/gantrithor/move/UTCYes01__80955f752d.wav,Move / order response 02,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/gantrithor/move/UTCYes02__0553b43a23.wav,Move / order response 03,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/gantrithor/move/UTCYes03__938072a93b.wav,Move / order response 04,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/ghost/attack/alias_ghost_tghyes02__e2377a446e.wav,Never know what hit up.,SC1/BW • VERIFIED DIALOGUE,ATTACK VO
audio/classic/units/ghost/attack/alias_ghost_tghyes03__8809836f00.wav,I'm all over it.,SC1/BW • VERIFIED DIALOGUE,ATTACK VO
audio/classic/units/ghost/chatter/tghpss00__8b9448c898.wav,You call down the thunder.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/ghost/chatter/tghpss01__c5099e8dad.wav,Now reap the whirlwind.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/ghost/chatter/tghpss02__cb710a9f26.wav,"Keep it up, I dare ya.",SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/ghost/chatter/tghpss03__14d1861afa.wav,I'm about to overload my aggression inhibitors.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/ghost/death/TGhDth00__d73620157e.wav,Death voice 01,SC1/BW • DESCRIPTIVE NONVERBAL,DEATH VO
audio/classic/units/ghost/death/TGhDth01__2060cc0fc5.wav,Death voice 02,SC1/BW • DESCRIPTIVE NONVERBAL,DEATH VO
audio/classic/units/ghost/move/tghrdy00__dea5c94762.wav,Somebody call for an exterminator?,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/ghost/move/tghwht00__560b4567b6.wav,Ghost reporting.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/ghost/move/tghwht01__e5f87139e7.wav,I'm here.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/ghost/move/tghwht02__5df7803f8b.wav,Finally.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/ghost/move/tghwht03__c6a89bc864.wav,Call the shot.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/ghost/move/tghyes00__9b797aac30.wav,I hear that.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/ghost/move/tghyes01__f477b86f53.wav,I'm gone.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/ghost/move/tghyes02__e2377a446e.wav,Never know what hit up.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/ghost/move/tghyes03__8809836f00.wav,I'm all over it.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/goliath/chatter/TGoPss00__80db3c9917.wav,Annoyed / repeated selection 01,SC1/BW,PORTRAIT / VOICE
audio/classic/units/goliath/chatter/TGoPss01__ea8216d194.wav,Checklist protocol initiated.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/goliath/chatter/TGoPss02__a5dc2ef296.wav,Running Level 1 Diagnostic.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/goliath/chatter/TGoPss03__476e1272b6.wav,USDA selected.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/goliath/chatter/TGoPss04__2fedd1a6b9.wav,FDIC approved.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/goliath/chatter/TGoPss05__303558e139.wav,Checklist completed. SOB.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/goliath/death/TGoDth00__7b21a9c75f.wav,Death voice 01,SC1/BW • DESCRIPTIVE NONVERBAL,DEATH VO
audio/classic/units/goliath/move/TGoRdy00__f4f8008c24.wav,Goliath Online,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/goliath/move/TGoWht00__e86a525394.wav,"Go ahead, TACOM.",SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/goliath/move/TGoWht01__79abc573bf.wav,Comment online.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/goliath/move/TGoWht02__b8450d69ef.wav,Channel open.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/goliath/move/TGoWht03__7fb95ecf4b.wav,Systems functional.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/goliath/move/TGoYes00__804d9b9a5a.wav,Move / order response 01,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/goliath/move/TGoYes01__5b274f891f.wav,Now comm locked.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/goliath/move/TGoYes02__08ea5cd4e1.wav,Confirmed.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/goliath/move/TGoYes03__653bd7ccca.wav,Target designated.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/guardian/chatter/ZGuPss00__4ff8c6bd4c.wav,Guardian selection vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,PORTRAIT / VOICE
audio/classic/units/guardian/chatter/ZGuPss01__7725164856.wav,Guardian selection vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,PORTRAIT / VOICE
audio/classic/units/guardian/chatter/ZGuPss02__867f7212f9.wav,Guardian selection vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,PORTRAIT / VOICE
audio/classic/units/guardian/chatter/ZGuPss03__9954f2bd26.wav,Guardian selection vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,PORTRAIT / VOICE
audio/classic/units/guardian/death/ZGuDth00__f775bf9f46.wav,Guardian death sound,SC1/BW • DESCRIPTIVE NONVERBAL,DEATH VO
audio/classic/units/guardian/move/ZGuRdy00__52f83190e1.wav,Guardian movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/guardian/move/ZGuWht00__910cee017e.wav,Guardian movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/guardian/move/ZGuWht01__3c39e1f32e.wav,Guardian movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/guardian/move/ZGuWht02__89798c96d4.wav,Guardian movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/guardian/move/ZGuWht03__bb8d7a0df5.wav,Guardian movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/guardian/move/ZGuYes00__bd1dea280f.wav,Guardian movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/guardian/move/ZGuYes01__2f82787c2a.wav,Guardian movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/guardian/move/ZGuYes02__38eeb3f8e2.wav,Guardian movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/guardian/move/ZGuYes03__03effee7f2.wav,Guardian movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/hellion/attack/alias_vulture_TVuWht00__2a8d46b65c.wav,What do you want?,SC1/BW • VERIFIED DIALOGUE,ATTACK VO
audio/classic/units/hellion/attack/alias_vulture_tvuwht02__d86d65c703.wav,"I'll read you, sir.",SC1/BW • VERIFIED DIALOGUE,ATTACK VO
audio/classic/units/hellion/attack/alias_vulture_tvuyes00__77980ed04f.wav,"Yeah, I'm goin'!",SC1/BW • VERIFIED DIALOGUE,ATTACK VO
audio/classic/units/hellion/chatter/alias_vulture_tvupss00__5b047123eb.wav,Something you wanted!,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/hellion/chatter/alias_vulture_tvupss01__0438ee2879.wav,I don't have time to f*** around!,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/hellion/chatter/alias_vulture_tvupss02__3e4e734a41.wav,You keep pushing me boy!,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/hellion/chatter/alias_vulture_tvupss03__50dec351ff.wav,And I'll scrap you along with the aliens!,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/hellion/move/alias_vulture_TVuWht00__2a8d46b65c.wav,What do you want?,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/hellion/move/alias_vulture_tvurdy00__1e8040dfb1.wav,"All right, bring it on",SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/hellion/move/alias_vulture_tvuwht01__c533b7c835.wav,Yeah?,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/hellion/move/alias_vulture_tvuwht02__d86d65c703.wav,"I'll read you, sir.",SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/hellion/move/alias_vulture_tvuwht03__4b61c942cc.wav,Something on your mind?,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/hellion/move/alias_vulture_tvuyes00__77980ed04f.wav,"Yeah, I'm goin'!",SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/hellion/move/alias_vulture_tvuyes01__86c00db3d2.wav,Move / order response 02,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/hellion/move/alias_vulture_tvuyes02__df21b87536.wav,No problem.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/hellion/move/alias_vulture_tvuyes03__e95157ff3b.wav,"Oh, is that it?",SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/high_templar/attack/alias_high_templar_pteYes00__6af9e4f073.wav,Attack voice 01,SC1/BW,ATTACK VO
audio/classic/units/high_templar/attack/alias_high_templar_pteYes01__226bb43179.wav,It shall be done.,SC1/BW • VERIFIED DIALOGUE,ATTACK VO
audio/classic/units/high_templar/attack/alias_high_templar_pteYes02__1f334b2097.wav,My dad is sick.,SC1/BW • VERIFIED DIALOGUE,ATTACK VO
audio/classic/units/high_templar/chatter/ptePss00__a5083f2a26.wav,Your thoughts betray you.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/high_templar/chatter/ptePss01__19d33eddff.wav,I see you have an appetite for destruction.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/high_templar/chatter/ptePss02__6c652f0cfb.wav,And you learn to use your illusions.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/high_templar/chatter/ptePss03__ae143e395e.wav,But I find your lack of control disturbing.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/high_templar/death/pteDth00__7a5545dba5.wav,Death voice 01,SC1/BW,DEATH VO
audio/classic/units/high_templar/move/pteRdy00__c038b7d488.wav,Ready / selection 01,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/high_templar/move/pteWht00__acc33dfc38.wav,Selection response 01,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/high_templar/move/pteWht01__00d673596f.wav,Selection response 02,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/high_templar/move/pteWht02__c9d50de0ca.wav,I see thy call.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/high_templar/move/pteWht03__64f4131b45.wav,Selection response 04,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/high_templar/move/pteYes00__6af9e4f073.wav,Move / order response 01,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/high_templar/move/pteYes01__226bb43179.wav,It shall be done.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/high_templar/move/pteYes02__1f334b2097.wav,My dad is sick.,SC1/BW • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/classic/units/high_templar/move/pteYes03__f81a0ad739.wav,Move / order response 04,SC1/BW,MOVE / ACTIVATE VO
audio/classic/units/hydralisk/chatter/zhyPss00__30627104e3.wav,Hydralisk selection vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,PORTRAIT / VOICE
audio/classic/units/hydralisk/chatter/zhyPss01__b290d23aba.wav,Hydralisk selection vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,PORTRAIT / VOICE
audio/classic/units/hydralisk/death/zhyDth00__28088b9f97.wav,Hydralisk death sound,SC1/BW • DESCRIPTIVE NONVERBAL,DEATH VO
audio/classic/units/hydralisk/move/zhyRdy00__562ce1e87d.wav,Hydralisk movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/hydralisk/move/zhyWht00__0389a4ae97.wav,Hydralisk movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/hydralisk/move/zhyWht01__f54be3e700.wav,Hydralisk movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/hydralisk/move/zhyWht02__6e3086c7bd.wav,Hydralisk movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/hydralisk/move/zhyYes00__391eb377da.wav,Hydralisk movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/hydralisk/move/zhyYes01__65c38bb490.wav,Hydralisk movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/hydralisk/move/zhyYes02__0d9c978d1e.wav,Hydralisk movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/hydralisk/move/zhyYes03__938e352fba.wav,Hydralisk movement vocalization,SC1/BW • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/classic/units/immortal/attack/alias_dragoon_PDrYes01__c8a0935d59.wav,Attack voice 02,SC1/BW,ATTACK VO
audio/classic/units/immortal/attack/alias_dragoon_PDrYes04__fdad8f8db6.wav,Commencing.,SC1/BW • VERIFIED DIALOGUE,ATTACK VO
audio/classic/units/immortal/chatter/alias_dragoon_PDrPss00__1d47f3219f.wav,Unauthorized transmission.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/immortal/chatter/alias_dragoon_PDrPss01__f6d00ba046.wav,Incorrect protocol.,SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
audio/classic/units/immortal/chatter/alias_dragoon_PDrPss02__b7ed3b90d6.wav,"Drop your weapon, you have 15 seconds to comply.",SC1/BW • VERIFIED DIALOGUE,PORTRAIT / VOICE
